O*NET-SOC Code	Title	Element ID	Element Name	Data Value
23-1022.00	Arbitrators, Mediators, and Conciliators	1.A.1.d.1	Memorization	2.0
23-1022.00	Arbitrators, Mediators, and Conciliators	1.A.1.e.1	Speed of Closure	2.75
23-1022.00	Arbitrators, Mediators, and Conciliators	1.A.1.e.2	Flexibility of Closure	2.88
23-1022.00	Arbitrators, Mediators, and Conciliators	1.A.1.e.3	Perceptual Speed	2.0
23-1022.00	Arbitrators, Mediators, and Conciliators	1.A.1.f.1	Spatial Orientation	1.0
23-1022.00	Arbitrators, Mediators, and Conciliators	1.A.1.f.2	Visualization	2.0
23-1022.00	Arbitrators, Mediators, and Conciliators	1.A.1.g.1	Selective Attention	3.25
23-1022.00	Arbitrators, Mediators, and Conciliators	1.A.1.g.2	Time Sharing	2.5
23-1022.00	Arbitrators, Mediators, and Conciliators	1.A.2.a.1	Arm-Hand Steadiness	1.0
23-1022.00	Arbitrators, Mediators, and Conciliators	1.A.2.a.2	Manual Dexterity	1.0
23-1022.00	Arbitrators, Mediators, and Conciliators	1.A.2.a.3	Finger Dexterity	1.25
23-1022.00	Arbitrators, Mediators, and Conciliators	1.A.2.b.1	Control Precision	1.0
23-1022.00	Arbitrators, Mediators, and Conciliators	1.A.2.b.2	Multilimb Coordination	1.0
23-1022.00	Arbitrators, Mediators, and Conciliators	1.A.2.b.3	Response Orientation	1.0
23-1022.00	Arbitrators, Mediators, and Conciliators	1.A.2.b.4	Rate Control	1.0
23-1022.00	Arbitrators, Mediators, and Conciliators	1.A.2.c.1	Reaction Time	1.0
23-1022.00	Arbitrators, Mediators, and Conciliators	1.A.2.c.2	Wrist-Finger Speed	1.5
23-1022.00	Arbitrators, Mediators, and Conciliators	1.A.2.c.3	Speed of Limb Movement	1.0
23-1022.00	Arbitrators, Mediators, and Conciliators	1.A.3.a.1	Static Strength	1.0
23-1022.00	Arbitrators, Mediators, and Conciliators	1.A.3.a.2	Explosive Strength	1.0
23-1022.00	Arbitrators, Mediators, and Conciliators	1.A.3.a.3	Dynamic Strength	1.0
23-1022.00	Arbitrators, Mediators, and Conciliators	1.A.3.a.4	Trunk Strength	1.88
23-1022.00	Arbitrators, Mediators, and Conciliators	1.A.3.b.1	Stamina	1.0
23-1022.00	Arbitrators, Mediators, and Conciliators	1.A.3.c.1	Extent Flexibility	1.0
23-1022.00	Arbitrators, Mediators, and Conciliators	1.A.3.c.2	Dynamic Flexibility	1.0
23-1022.00	Arbitrators, Mediators, and Conciliators	1.A.3.c.3	Gross Body Coordination	1.0
23-1022.00	Arbitrators, Mediators, and Conciliators	1.A.3.c.4	Gross Body Equilibrium	1.0
23-1022.00	Arbitrators, Mediators, and Conciliators	1.A.4.a.1	Near Vision	3.38
23-1022.00	Arbitrators, Mediators, and Conciliators	1.A.4.a.2	Far Vision	2.88
23-1022.00	Arbitrators, Mediators, and Conciliators	1.A.4.a.3	Visual Color Discrimination	2.0
23-1022.00	Arbitrators, Mediators, and Conciliators	1.A.4.a.4	Night Vision	1.0
23-1022.00	Arbitrators, Mediators, and Conciliators	1.A.4.a.5	Peripheral Vision	1.0
23-1022.00	Arbitrators, Mediators, and Conciliators	1.A.4.a.6	Depth Perception	1.12
23-1022.00	Arbitrators, Mediators, and Conciliators	1.A.4.a.7	Glare Sensitivity	1.0
23-1022.00	Arbitrators, Mediators, and Conciliators	1.A.4.b.1	Hearing Sensitivity	2.0
23-1022.00	Arbitrators, Mediators, and Conciliators	1.A.4.b.2	Auditory Attention	1.88
23-1022.00	Arbitrators, Mediators, and Conciliators	1.A.4.b.3	Sound Localization	1.0
23-1022.00	Arbitrators, Mediators, and Conciliators	1.A.4.b.4	Speech Recognition	3.75
23-1022.00	Arbitrators, Mediators, and Conciliators	1.A.4.b.5	Speech Clarity	4.0
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.1.a.1	Oral Comprehension	4.62
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.1.a.2	Written Comprehension	4.38
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.1.a.3	Oral Expression	4.25
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.1.a.4	Written Expression	4.12
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.1.b.1	Fluency of Ideas	3.0
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.1.b.2	Originality	3.0
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.1.b.3	Problem Sensitivity	4.0
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.1.b.4	Deductive Reasoning	4.62
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.1.b.5	Inductive Reasoning	4.25
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.1.b.6	Information Ordering	3.88
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.1.b.7	Category Flexibility	3.25
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.1.c.1	Mathematical Reasoning	2.12
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.1.c.2	Number Facility	2.0
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.1.d.1	Memorization	2.75
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.1.e.1	Speed of Closure	2.88
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.1.e.2	Flexibility of Closure	2.88
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.1.e.3	Perceptual Speed	2.75
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.1.f.1	Spatial Orientation	1.0
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.1.f.2	Visualization	2.0
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.1.g.1	Selective Attention	3.0
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.1.g.2	Time Sharing	2.62
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.2.a.1	Arm-Hand Steadiness	1.0
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.2.a.2	Manual Dexterity	1.0
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.2.a.3	Finger Dexterity	1.5
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.2.b.1	Control Precision	1.0
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.2.b.2	Multilimb Coordination	1.0
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.2.b.3	Response Orientation	1.12
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.2.b.4	Rate Control	1.0
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.2.c.1	Reaction Time	1.12
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.2.c.2	Wrist-Finger Speed	1.0
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.2.c.3	Speed of Limb Movement	1.0
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.3.a.1	Static Strength	1.12
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.3.a.2	Explosive Strength	1.0
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.3.a.3	Dynamic Strength	1.12
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.3.a.4	Trunk Strength	1.12
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.3.b.1	Stamina	1.0
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.3.c.1	Extent Flexibility	1.0
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.3.c.2	Dynamic Flexibility	1.0
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.3.c.3	Gross Body Coordination	1.38
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.3.c.4	Gross Body Equilibrium	1.0
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.4.a.1	Near Vision	4.0
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.4.a.2	Far Vision	2.38
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.4.a.3	Visual Color Discrimination	2.0
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.4.a.4	Night Vision	1.0
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.4.a.5	Peripheral Vision	1.0
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.4.a.6	Depth Perception	1.0
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.4.a.7	Glare Sensitivity	1.0
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.4.b.1	Hearing Sensitivity	1.88
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.4.b.2	Auditory Attention	1.88
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.4.b.3	Sound Localization	1.0
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.4.b.4	Speech Recognition	4.0
23-1023.00	Judges, Magistrate Judges, and Magistrates	1.A.4.b.5	Speech Clarity	4.12
23-2011.00	Paralegals and Legal Assistants	1.A.1.a.1	Oral Comprehension	3.88
23-2011.00	Paralegals and Legal Assistants	1.A.1.a.2	Written Comprehension	4.0
23-2011.00	Paralegals and Legal Assistants	1.A.1.a.3	Oral Expression	3.88
23-2011.00	Paralegals and Legal Assistants	1.A.1.a.4	Written Expression	3.88
23-2011.00	Paralegals and Legal Assistants	1.A.1.b.1	Fluency of Ideas	2.75
23-2011.00	Paralegals and Legal Assistants	1.A.1.b.2	Originality	2.62
23-2011.00	Paralegals and Legal Assistants	1.A.1.b.3	Problem Sensitivity	3.5
23-2011.00	Paralegals and Legal Assistants	1.A.1.b.4	Deductive Reasoning	3.25
23-2011.00	Paralegals and Legal Assistants	1.A.1.b.5	Inductive Reasoning	3.25
23-2011.00	Paralegals and Legal Assistants	1.A.1.b.6	Information Ordering	3.12
23-2011.00	Paralegals and Legal Assistants	1.A.1.b.7	Category Flexibility	3.0
23-2011.00	Paralegals and Legal Assistants	1.A.1.c.1	Mathematical Reasoning	2.0
23-2011.00	Paralegals and Legal Assistants	1.A.1.c.2	Number Facility	2.0
23-2011.00	Paralegals and Legal Assistants	1.A.1.d.1	Memorization	2.62
23-2011.00	Paralegals and Legal Assistants	1.A.1.e.1	Speed of Closure	2.0
23-2011.00	Paralegals and Legal Assistants	1.A.1.e.2	Flexibility of Closure	2.88
23-2011.00	Paralegals and Legal Assistants	1.A.1.e.3	Perceptual Speed	2.88
23-2011.00	Paralegals and Legal Assistants	1.A.1.f.1	Spatial Orientation	1.0
23-2011.00	Paralegals and Legal Assistants	1.A.1.f.2	Visualization	2.0
23-2011.00	Paralegals and Legal Assistants	1.A.1.g.1	Selective Attention	2.88
23-2011.00	Paralegals and Legal Assistants	1.A.1.g.2	Time Sharing	2.12
23-2011.00	Paralegals and Legal Assistants	1.A.2.a.1	Arm-Hand Steadiness	1.5
23-2011.00	Paralegals and Legal Assistants	1.A.2.a.2	Manual Dexterity	1.88
23-2011.00	Paralegals and Legal Assistants	1.A.2.a.3	Finger Dexterity	2.0
23-2011.00	Paralegals and Legal Assistants	1.A.2.b.1	Control Precision	1.38
23-2011.00	Paralegals and Legal Assistants	1.A.2.b.2	Multilimb Coordination	1.0
23-2011.00	Paralegals and Legal Assistants	1.A.2.b.3	Response Orientation	1.0
23-2011.00	Paralegals and Legal Assistants	1.A.2.b.4	Rate Control	1.0
23-2011.00	Paralegals and Legal Assistants	1.A.2.c.1	Reaction Time	1.0
23-2011.00	Paralegals and Legal Assistants	1.A.2.c.2	Wrist-Finger Speed	1.88
23-2011.00	Paralegals and Legal Assistants	1.A.2.c.3	Speed of Limb Movement	1.0
23-2011.00	Paralegals and Legal Assistants	1.A.3.a.1	Static Strength	1.0
23-2011.00	Paralegals and Legal Assistants	1.A.3.a.2	Explosive Strength	1.0
23-2011.00	Paralegals and Legal Assistants	1.A.3.a.3	Dynamic Strength	1.12
23-2011.00	Paralegals and Legal Assistants	1.A.3.a.4	Trunk Strength	1.88
23-2011.00	Paralegals and Legal Assistants	1.A.3.b.1	Stamina	1.0
23-2011.00	Paralegals and Legal Assistants	1.A.3.c.1	Extent Flexibility	1.0
23-2011.00	Paralegals and Legal Assistants	1.A.3.c.2	Dynamic Flexibility	1.0
23-2011.00	Paralegals and Legal Assistants	1.A.3.c.3	Gross Body Coordination	1.0
23-2011.00	Paralegals and Legal Assistants	1.A.3.c.4	Gross Body Equilibrium	1.0
23-2011.00	Paralegals and Legal Assistants	1.A.4.a.1	Near Vision	3.75
23-2011.00	Paralegals and Legal Assistants	1.A.4.a.2	Far Vision	2.75
23-2011.00	Paralegals and Legal Assistants	1.A.4.a.3	Visual Color Discrimination	2.0
23-2011.00	Paralegals and Legal Assistants	1.A.4.a.4	Night Vision	1.0
23-2011.00	Paralegals and Legal Assistants	1.A.4.a.5	Peripheral Vision	1.0
23-2011.00	Paralegals and Legal Assistants	1.A.4.a.6	Depth Perception	1.0
23-2011.00	Paralegals and Legal Assistants	1.A.4.a.7	Glare Sensitivity	1.0
23-2011.00	Paralegals and Legal Assistants	1.A.4.b.1	Hearing Sensitivity	1.88
23-2011.00	Paralegals and Legal Assistants	1.A.4.b.2	Auditory Attention	2.0
23-2011.00	Paralegals and Legal Assistants	1.A.4.b.3	Sound Localization	1.0
23-2011.00	Paralegals and Legal Assistants	1.A.4.b.4	Speech Recognition	3.75
23-2011.00	Paralegals and Legal Assistants	1.A.4.b.5	Speech Clarity	3.75
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.1.a.1	Oral Comprehension	4.0
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.1.a.2	Written Comprehension	4.0
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.1.a.3	Oral Expression	4.0
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.1.a.4	Written Expression	3.75
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.1.b.1	Fluency of Ideas	2.25
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.1.b.2	Originality	2.12
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.1.b.3	Problem Sensitivity	3.25
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.1.b.4	Deductive Reasoning	3.5
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.1.b.5	Inductive Reasoning	3.25
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.1.b.6	Information Ordering	3.0
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.1.b.7	Category Flexibility	2.88
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.1.c.1	Mathematical Reasoning	2.12
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.1.c.2	Number Facility	2.0
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.1.d.1	Memorization	2.0
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.1.e.1	Speed of Closure	2.12
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.1.e.2	Flexibility of Closure	3.0
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.1.e.3	Perceptual Speed	2.5
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.1.f.1	Spatial Orientation	1.0
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.1.f.2	Visualization	2.12
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.1.g.1	Selective Attention	2.75
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.1.g.2	Time Sharing	2.0
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.2.a.1	Arm-Hand Steadiness	1.5
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.2.a.2	Manual Dexterity	1.62
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.2.a.3	Finger Dexterity	2.0
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.2.b.1	Control Precision	1.62
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.2.b.2	Multilimb Coordination	1.0
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.2.b.3	Response Orientation	1.0
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.2.b.4	Rate Control	1.0
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.2.c.1	Reaction Time	1.0
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.2.c.2	Wrist-Finger Speed	1.5
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.2.c.3	Speed of Limb Movement	1.0
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.3.a.1	Static Strength	1.0
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.3.a.2	Explosive Strength	1.0
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.3.a.3	Dynamic Strength	1.5
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.3.a.4	Trunk Strength	1.75
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.3.b.1	Stamina	1.0
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.3.c.1	Extent Flexibility	1.0
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.3.c.2	Dynamic Flexibility	1.0
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.3.c.3	Gross Body Coordination	1.0
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.3.c.4	Gross Body Equilibrium	1.0
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.4.a.1	Near Vision	3.5
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.4.a.2	Far Vision	2.25
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.4.a.3	Visual Color Discrimination	1.88
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.4.a.4	Night Vision	1.0
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.4.a.5	Peripheral Vision	1.0
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.4.a.6	Depth Perception	1.38
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.4.a.7	Glare Sensitivity	1.0
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.4.b.1	Hearing Sensitivity	1.75
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.4.b.2	Auditory Attention	2.0
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.4.b.3	Sound Localization	1.0
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.4.b.4	Speech Recognition	3.5
23-2093.00	Title Examiners, Abstractors, and Searchers	1.A.4.b.5	Speech Clarity	3.38
25-1011.00	Business Teachers, Postsecondary	1.A.1.a.1	Oral Comprehension	4.0
25-1011.00	Business Teachers, Postsecondary	1.A.1.a.2	Written Comprehension	4.12
25-1011.00	Business Teachers, Postsecondary	1.A.1.a.3	Oral Expression	4.62
25-1011.00	Business Teachers, Postsecondary	1.A.1.a.4	Written Expression	4.12
25-1011.00	Business Teachers, Postsecondary	1.A.1.b.1	Fluency of Ideas	3.0
25-1011.00	Business Teachers, Postsecondary	1.A.1.b.2	Originality	3.0
25-1011.00	Business Teachers, Postsecondary	1.A.1.b.3	Problem Sensitivity	3.38
25-1011.00	Business Teachers, Postsecondary	1.A.1.b.4	Deductive Reasoning	3.88
25-1011.00	Business Teachers, Postsecondary	1.A.1.b.5	Inductive Reasoning	3.88
25-1011.00	Business Teachers, Postsecondary	1.A.1.b.6	Information Ordering	3.25
25-1011.00	Business Teachers, Postsecondary	1.A.1.b.7	Category Flexibility	3.25
25-1011.00	Business Teachers, Postsecondary	1.A.1.c.1	Mathematical Reasoning	3.12
25-1011.00	Business Teachers, Postsecondary	1.A.1.c.2	Number Facility	3.12
25-1011.00	Business Teachers, Postsecondary	1.A.1.d.1	Memorization	2.88
25-1011.00	Business Teachers, Postsecondary	1.A.1.e.1	Speed of Closure	2.62
25-1011.00	Business Teachers, Postsecondary	1.A.1.e.2	Flexibility of Closure	2.62
25-1011.00	Business Teachers, Postsecondary	1.A.1.e.3	Perceptual Speed	2.12
25-1011.00	Business Teachers, Postsecondary	1.A.1.f.1	Spatial Orientation	1.0
25-1011.00	Business Teachers, Postsecondary	1.A.1.f.2	Visualization	2.12
25-1011.00	Business Teachers, Postsecondary	1.A.1.g.1	Selective Attention	3.0
25-1011.00	Business Teachers, Postsecondary	1.A.1.g.2	Time Sharing	2.12
25-1011.00	Business Teachers, Postsecondary	1.A.2.a.1	Arm-Hand Steadiness	1.0
25-1011.00	Business Teachers, Postsecondary	1.A.2.a.2	Manual Dexterity	1.0
25-1011.00	Business Teachers, Postsecondary	1.A.2.a.3	Finger Dexterity	1.75
25-1011.00	Business Teachers, Postsecondary	1.A.2.b.1	Control Precision	1.0
25-1011.00	Business Teachers, Postsecondary	1.A.2.b.2	Multilimb Coordination	1.0
25-1011.00	Business Teachers, Postsecondary	1.A.2.b.3	Response Orientation	1.0
25-1011.00	Business Teachers, Postsecondary	1.A.2.b.4	Rate Control	1.0
25-1011.00	Business Teachers, Postsecondary	1.A.2.c.1	Reaction Time	1.0
25-1011.00	Business Teachers, Postsecondary	1.A.2.c.2	Wrist-Finger Speed	1.62
25-1011.00	Business Teachers, Postsecondary	1.A.2.c.3	Speed of Limb Movement	1.0
25-1011.00	Business Teachers, Postsecondary	1.A.3.a.1	Static Strength	1.0
25-1011.00	Business Teachers, Postsecondary	1.A.3.a.2	Explosive Strength	1.0
25-1011.00	Business Teachers, Postsecondary	1.A.3.a.3	Dynamic Strength	1.0
25-1011.00	Business Teachers, Postsecondary	1.A.3.a.4	Trunk Strength	1.88
25-1011.00	Business Teachers, Postsecondary	1.A.3.b.1	Stamina	1.0
25-1011.00	Business Teachers, Postsecondary	1.A.3.c.1	Extent Flexibility	1.0
25-1011.00	Business Teachers, Postsecondary	1.A.3.c.2	Dynamic Flexibility	1.0
25-1011.00	Business Teachers, Postsecondary	1.A.3.c.3	Gross Body Coordination	1.0
25-1011.00	Business Teachers, Postsecondary	1.A.3.c.4	Gross Body Equilibrium	1.0
25-1011.00	Business Teachers, Postsecondary	1.A.4.a.1	Near Vision	3.38
25-1011.00	Business Teachers, Postsecondary	1.A.4.a.2	Far Vision	2.75
25-1011.00	Business Teachers, Postsecondary	1.A.4.a.3	Visual Color Discrimination	1.75
25-1011.00	Business Teachers, Postsecondary	1.A.4.a.4	Night Vision	1.0
25-1011.00	Business Teachers, Postsecondary	1.A.4.a.5	Peripheral Vision	1.0
25-1011.00	Business Teachers, Postsecondary	1.A.4.a.6	Depth Perception	1.0
25-1011.00	Business Teachers, Postsecondary	1.A.4.a.7	Glare Sensitivity	1.0
25-1011.00	Business Teachers, Postsecondary	1.A.4.b.1	Hearing Sensitivity	1.75
25-1011.00	Business Teachers, Postsecondary	1.A.4.b.2	Auditory Attention	2.0
25-1011.00	Business Teachers, Postsecondary	1.A.4.b.3	Sound Localization	1.0
25-1011.00	Business Teachers, Postsecondary	1.A.4.b.4	Speech Recognition	3.5
25-1011.00	Business Teachers, Postsecondary	1.A.4.b.5	Speech Clarity	4.12
25-1021.00	Computer Science Teachers, Postsecondary	1.A.1.a.1	Oral Comprehension	4.12
25-1021.00	Computer Science Teachers, Postsecondary	1.A.1.a.2	Written Comprehension	4.0
25-1021.00	Computer Science Teachers, Postsecondary	1.A.1.a.3	Oral Expression	4.12
25-1021.00	Computer Science Teachers, Postsecondary	1.A.1.a.4	Written Expression	4.0
25-1021.00	Computer Science Teachers, Postsecondary	1.A.1.b.1	Fluency of Ideas	3.12
25-1021.00	Computer Science Teachers, Postsecondary	1.A.1.b.2	Originality	3.12
25-1021.00	Computer Science Teachers, Postsecondary	1.A.1.b.3	Problem Sensitivity	3.5
25-1021.00	Computer Science Teachers, Postsecondary	1.A.1.b.4	Deductive Reasoning	3.88
25-1021.00	Computer Science Teachers, Postsecondary	1.A.1.b.5	Inductive Reasoning	3.88
25-1021.00	Computer Science Teachers, Postsecondary	1.A.1.b.6	Information Ordering	3.75
25-1021.00	Computer Science Teachers, Postsecondary	1.A.1.b.7	Category Flexibility	3.12
25-1021.00	Computer Science Teachers, Postsecondary	1.A.1.c.1	Mathematical Reasoning	3.0
25-1021.00	Computer Science Teachers, Postsecondary	1.A.1.c.2	Number Facility	3.0
25-1021.00	Computer Science Teachers, Postsecondary	1.A.1.d.1	Memorization	2.88
25-1021.00	Computer Science Teachers, Postsecondary	1.A.1.e.1	Speed of Closure	2.25
25-1021.00	Computer Science Teachers, Postsecondary	1.A.1.e.2	Flexibility of Closure	2.88
25-1021.00	Computer Science Teachers, Postsecondary	1.A.1.e.3	Perceptual Speed	2.75
25-1021.00	Computer Science Teachers, Postsecondary	1.A.1.f.1	Spatial Orientation	1.0
25-1021.00	Computer Science Teachers, Postsecondary	1.A.1.f.2	Visualization	2.38
25-1021.00	Computer Science Teachers, Postsecondary	1.A.1.g.1	Selective Attention	3.12
25-1021.00	Computer Science Teachers, Postsecondary	1.A.1.g.2	Time Sharing	2.12
25-1021.00	Computer Science Teachers, Postsecondary	1.A.2.a.1	Arm-Hand Steadiness	1.38
25-1021.00	Computer Science Teachers, Postsecondary	1.A.2.a.2	Manual Dexterity	1.38
25-1021.00	Computer Science Teachers, Postsecondary	1.A.2.a.3	Finger Dexterity	2.25
25-1021.00	Computer Science Teachers, Postsecondary	1.A.2.b.1	Control Precision	1.25
25-1021.00	Computer Science Teachers, Postsecondary	1.A.2.b.2	Multilimb Coordination	1.0
25-1021.00	Computer Science Teachers, Postsecondary	1.A.2.b.3	Response Orientation	1.0
25-1021.00	Computer Science Teachers, Postsecondary	1.A.2.b.4	Rate Control	1.0
25-1021.00	Computer Science Teachers, Postsecondary	1.A.2.c.1	Reaction Time	1.0
25-1021.00	Computer Science Teachers, Postsecondary	1.A.2.c.2	Wrist-Finger Speed	1.12
25-1021.00	Computer Science Teachers, Postsecondary	1.A.2.c.3	Speed of Limb Movement	1.0
25-1021.00	Computer Science Teachers, Postsecondary	1.A.3.a.1	Static Strength	1.0
25-1021.00	Computer Science Teachers, Postsecondary	1.A.3.a.2	Explosive Strength	1.0
25-1021.00	Computer Science Teachers, Postsecondary	1.A.3.a.3	Dynamic Strength	1.0
25-1021.00	Computer Science Teachers, Postsecondary	1.A.3.a.4	Trunk Strength	2.0
25-1021.00	Computer Science Teachers, Postsecondary	1.A.3.b.1	Stamina	1.0
25-1021.00	Computer Science Teachers, Postsecondary	1.A.3.c.1	Extent Flexibility	1.0
25-1021.00	Computer Science Teachers, Postsecondary	1.A.3.c.2	Dynamic Flexibility	1.0
25-1021.00	Computer Science Teachers, Postsecondary	1.A.3.c.3	Gross Body Coordination	1.0
25-1021.00	Computer Science Teachers, Postsecondary	1.A.3.c.4	Gross Body Equilibrium	1.0
25-1021.00	Computer Science Teachers, Postsecondary	1.A.4.a.1	Near Vision	3.75
25-1021.00	Computer Science Teachers, Postsecondary	1.A.4.a.2	Far Vision	2.88
25-1021.00	Computer Science Teachers, Postsecondary	1.A.4.a.3	Visual Color Discrimination	2.0
25-1021.00	Computer Science Teachers, Postsecondary	1.A.4.a.4	Night Vision	1.0
25-1021.00	Computer Science Teachers, Postsecondary	1.A.4.a.5	Peripheral Vision	1.0
25-1021.00	Computer Science Teachers, Postsecondary	1.A.4.a.6	Depth Perception	1.88
25-1021.00	Computer Science Teachers, Postsecondary	1.A.4.a.7	Glare Sensitivity	1.0
25-1021.00	Computer Science Teachers, Postsecondary	1.A.4.b.1	Hearing Sensitivity	2.0
25-1021.00	Computer Science Teachers, Postsecondary	1.A.4.b.2	Auditory Attention	1.62
25-1021.00	Computer Science Teachers, Postsecondary	1.A.4.b.3	Sound Localization	1.0
25-1021.00	Computer Science Teachers, Postsecondary	1.A.4.b.4	Speech Recognition	3.5
25-1021.00	Computer Science Teachers, Postsecondary	1.A.4.b.5	Speech Clarity	3.88
25-1022.00	Mathematical Science Teachers, Postsecondary	1.A.1.a.1	Oral Comprehension	4.0
25-1022.00	Mathematical Science Teachers, Postsecondary	1.A.1.a.2	Written Comprehension	4.0
